date	goals	assists	+/-	pim	shots	shot%	TOI	hits	blocks	faceoff %
2017-02-22 20:00:00-05:00	0	2	2	2	0		17:18	5	1	
2017-02-24 19:00:00-05:00	0	0	0	0	3	0.0	18:31	2	0	
2017-02-25 17:00:00-05:00	0	0	0	4	0		20:36	2	1	
2017-02-28 19:00:00-05:00	0	0	0	0	4	0.0	17:50	6	0	
2017-03-02 19:00:00-05:00	0	0	0	0	3	0.0	20:33	4	1	
2017-03-04 19:30:00-05:00	0	1	-1	2	1	0.0	19:05	4	0	
2017-03-06 19:30:00-05:00	0	0	0	0	9	0.0	20:50	4	0	
2017-03-09 22:30:00-05:00	0	0	-1	0	2	0.0	21:26	2	0	
2017-03-11 22:30:00-05:00	0	0	0	0	6	0.0	18:48	4	0	
2017-03-12 21:30:00-04:00	0	1	-1	0	4	0.0	19:03	2	1	
2017-03-14 19:00:00-04:00	1	1	1	0	3	33.3	18:11	4	0	
2017-03-16 19:00:00-04:00	0	0	-1	0	3	0.0	18:30	1	1	
2017-03-18 19:00:00-04:00	0	1	2	0	7	0.0	21:07	1	1	
2017-03-21 19:00:00-04:00	1	1	1	0	11	9.1	18:10	1	0	
2017-03-23 19:00:00-04:00	0	0	-1	0	8	0.0	20:12	2	0	
2017-03-25 19:00:00-04:00	1	0	0	2	4	25.0	17:29	0	0	
2017-03-28 20:00:00-04:00	3	1	1	0	6	50.0	16:15	1	0	
2017-03-29 22:00:00-04:00	0	0	-1	0	1	0.0	18:03	0	0	
2017-03-31 22:00:00-04:00	0	0	-1	0	3	0.0	17:28	4	1	
2017-04-02 18:00:00-04:00	0	0	0	2	2	0.0	15:27	3	1	
2017-04-04 19:30:00-04:00	0	1	0	0	3	0.0	18:57	4	1	
2017-04-05 20:00:00-04:00	0	1	0	0	2	0.0	19:22	5	1	
2017-04-08 15:00:00-04:00	0	1	1	0	3	0.0	17:52	3	0	
2017-04-09 19:00:00-04:00	0	0	-1	0	5	0.0	17:56	0	0	
2017-10-05 19:30:00-04:00	3	0	3	0	6	50.0	19:11	2	1	
2017-10-07 19:00:00-04:00	4	0	3	0	8	50.0	17:44	0	0	100.0
2017-10-09 19:30:00-04:00	0	0	-2	0	4	0.0	17:09	2	1	
2017-10-11 19:30:00-04:00	1	0	1	0	7	14.3	19:36	1	0	
2017-10-13 19:00:00-04:00	1	1	0	0	4	25.0	19:00	1	0	
2017-10-14 19:00:00-04:00	0	0	-4	0	6	0.0	14:25	2	0	0.0
2017-10-17 19:00:00-04:00	0	0	-1	2	4	0.0	20:44	3	0	
2017-10-20 19:30:00-04:00	1	0	-1	0	7	14.3	19:45	1	1	
2017-10-21 19:30:00-04:00	0	0	-1	0	4	0.0	17:30	2	0	100.0
2017-10-26 22:00:00-04:00	0	1	-1	2	3	0.0	21:32	1	0	
2017-10-28 22:00:00-04:00	0	3	4	0	5	0.0	16:22	4	0	
2017-10-29 21:00:00-04:00	0	0	-1	0	3	0.0	18:41	2	0	
2017-11-02 19:00:00-04:00	0	0	-1	0	2	0.0	20:08	0	0	
2017-11-04 19:00:00-04:00	1	0	0	0	4	25.0	17:21	2	2	
2017-11-06 19:00:00-05:00	1	0	1	0	6	16.7	20:49	3	0	
2017-11-07 19:00:00-05:00	1	0	0	2	5	20.0	19:34	5	0	
2017-11-10 19:00:00-05:00	0	1	0	0	2	0.0	21:38	2	3	
2017-11-12 19:00:00-05:00	0	0	0	0	0		23:48	2	1	
2017-11-14 20:00:00-05:00	0	0	-1	2	8	0.0	20:31	5	0	
2017-11-16 21:00:00-05:00	0	0	-1	0	4	0.0	16:49	2	0	
2017-11-18 19:30:00-05:00	0	1	0	0	4	0.0	16:46	0	0	
2017-11-20 19:00:00-05:00	0	0	-1	0	5	0.0	19:30	0	0	
2017-11-22 19:00:00-05:00	1	0	1	2	3	33.3	17:05	2	0	0.0
2017-11-24 17:00:00-05:00	1	0	1	0	9	11.1	18:19	3	0	
2017-11-25 19:00:00-05:00	3	0	2	0	4	75.0	18:44	2	0	
2017-11-30 19:00:00-05:00	0	0	-2	0	4	0.0	21:47	1	0	
2017-12-02 19:00:00-05:00	1	0	-2	0	4	25.0	17:27	4	0	
2017-12-04 19:00:00-05:00	1	1	0	0	4	25.0	22:29	0	0	
2017-12-06 20:00:00-05:00	1	3	3	2	6	16.7	16:55	0	0	0.0
2017-12-08 19:00:00-05:00	0	1	3	0	5	0.0	20:31	1	0	
2017-12-11 19:00:00-05:00	0	0	-1	0	6	0.0	22:26	0	0	
2017-12-12 19:00:00-05:00	0	0	2	0	2	0.0	15:18	3	0	
2017-12-14 19:00:00-05:00	1	1	2	0	4	25.0	20:45	0	0	
2017-12-16 20:00:00-05:00	1	1	2	0	4	25.0	22:49	2	0	
2017-12-19 20:30:00-05:00	0	0	0	0	4	0.0	19:51	1	1	
2017-12-22 21:00:00-05:00	0	0	1	0	2	0.0	21:21	0	0	
2017-12-23 20:00:00-05:00	0	0	-1	2	3	0.0	20:23	7	0	
2017-12-27 20:00:00-05:00	0	0	0	2	4	0.0	21:18	3	0	
2017-12-28 19:30:00-05:00	1	0	0	0	4	25.0	23:00	5	0	
2017-12-30 19:00:00-05:00	0	3	1	0	6	0.0	20:00	0	0	
2018-01-02 19:00:00-05:00	2	0	3	0	2	100.0	20:01	1	0	
2018-01-07 15:00:00-05:00	1	1	-1	0	2	50.0	22:50	0	1	
2018-01-09 19:00:00-05:00	0	1	1	0	2	0.0	19:25	4	0	
2018-01-11 19:00:00-05:00	0	0	-3	0	5	0.0	22:40	2	0	
2018-01-12 19:30:00-05:00	1	2	2	0	3	33.3	22:34	1	0	
2018-01-18 19:00:00-05:00	0	0	-1	2	2	0.0	21:48	4	0	
2018-01-19 19:30:00-05:00	0	1	-1	2	1	0.0	21:06	2	2	
2018-01-22 00:30:00-05:00	1	0	-1	0	4	25.0	18:05	3	0	0.0
2018-01-25 19:30:00-05:00	1	1	2	0	8	12.5	24:54	1	0	
2018-01-31 20:00:00-05:00	0	0	-2	0	2	0.0	23:40	2	0	
2018-02-02 19:00:00-05:00	2	1	2	0	5	40.0	19:51	2	0	
2018-02-05 00:30:00-05:00	0	0	0	0	1	0.0	21:14	3	0	
2018-02-06 19:00:00-05:00	0	2	2	0	8	0.0	18:49	2	1	
2018-02-09 19:00:00-05:00	0	0	-2	0	0		20:45	1	2	
2018-02-11 15:00:00-05:00	1	1	-2	0	3	33.3	20:43	0	0	0.0
2018-02-13 20:00:00-05:00	0	1	-2	0	5	0.0	20:50	2	0	
2018-02-15 20:00:00-05:00	1	3	4	0	7	14.3	17:48	0	0	
2018-02-17 20:30:00-05:00	0	0	-1	4	0		18:22	4	0	
2018-02-19 15:00:00-05:00	1	0	0	0	3	33.3	17:54	4	0	
2018-02-20 19:00:00-05:00	1	0	0	0	9	11.1	23:14	1	0	
2018-02-22 19:30:00-05:00	0	1	-1	0	5	0.0	21:47	1	0	
2018-02-24 19:00:00-05:00	2	0	0	0	11	18.2	18:53	0	0	
2018-02-26 19:00:00-05:00	1	0	-2	0	8	12.5	22:08	1	0	
2018-02-27 19:00:00-05:00	0	0	-1	0	1	0.0	18:27	0	1	
2018-03-03 20:00:00-05:00	1	0	0	0	3	33.3	19:31	0	1	
2018-03-06 22:00:00-05:00	0	0	-2	0	2	0.0	24:38	0	0	
2018-03-08 22:30:00-05:00	0	0	-1	0	3	0.0	24:25	3	0	
2018-03-10 16:00:00-05:00	0	0	0	0	6	0.0	16:54	2	0	
2018-03-12 19:00:00-04:00	2	0	0	0	8	25.0	23:07	5	0	
2018-03-15 19:00:00-04:00	0	1	2	0	2	0.0	18:44	0	0	
2018-03-16 19:00:00-04:00	0	1	0	2	3	0.0	22:06	1	0	
2018-03-18 17:00:00-04:00	1	1	-1	0	2	50.0	18:48	0	0	100.0
2018-03-20 19:00:00-04:00	1	2	1	2	6	16.7	22:13	1	0	
2018-03-22 19:30:00-04:00	0	0	0	0	4	0.0	23:01	1	0	
2018-03-24 19:00:00-04:00	0	0	0	2	4	0.0	19:38	1	1	
2018-03-26 19:30:00-04:00	1	1	1	0	8	12.5	17:41	0	0	
2018-03-28 20:00:00-04:00	0	0	2	0	5	0.0	20:22	1	0	
2018-03-30 19:00:00-04:00	0	0	-3	0	2	0.0	21:16	2	0	
2018-04-01 19:30:00-04:00	0	0	1	2	4	0.0	22:47	4	0	
2018-04-02 20:00:00-04:00	1	0	-2	0	5	20.0	16:56	1	1	
2018-04-05 19:00:00-04:00	1	0	-1	0	4	25.0	21:54	0	0	
2018-04-07 19:00:00-04:00	2	0	1	0	8	25.0	21:00	0	1	
2018-10-03 19:30:00-04:00	1	1	0	0	5	20.0	16:27	0	0	0.0
2018-10-04 19:00:00-04:00	1	0	1	0	3	33.3	20:07	3	0	
2018-10-10 20:00:00-04:00	2	0	2	0	7	28.6	17:59	2	1	
2018-10-11 19:00:00-04:00	0	0	-1	0	2	0.0	23:57	7	0	
2018-10-13 19:00:00-04:00	0	2	0	0	2	0.0	21:34	2	0	
2018-10-17 19:00:00-04:00	2	0	-1	0	6	33.3	23:28	3	1	
2018-10-19 19:00:00-04:00	0	0	0	2	2	0.0	22:50	4	0	
2018-10-22 22:00:00-04:00	2	2	2	0	7	28.6	17:36	1	0	
2018-10-25 21:00:00-04:00	0	0	-3	0	3	0.0	16:47	3	0	0.0
2018-10-27 16:00:00-04:00	0	1	0	0	2	0.0	19:45	0	1	
2018-11-01 19:30:00-04:00	2	0	-2	0	4	50.0	18:35	6	1	
2018-11-03 19:00:00-04:00	0	0	-2	0	4	0.0	24:28	7	0	100.0
2018-11-05 19:00:00-05:00	1	0	0	2	3	33.3	19:52	3	0	
2018-11-07 19:30:00-05:00	1	0	1	0	3	33.3	24:32	2	2	
2018-11-09 19:00:00-05:00	0	0	0	0	2	0.0	23:19	1	1	
2018-11-11 17:00:00-05:00	0	1	0	0	2	0.0	21:25	5	0	
2018-11-13 20:00:00-05:00	0	1	2	0	2	0.0	16:51	1	0	
2018-11-14 20:00:00-05:00	0	0	-2	2	9	0.0	24:21	3	0	
2018-11-16 21:00:00-05:00	1	0	1	0	7	14.3	23:55	2	0	
2018-11-19 19:30:00-05:00	2	0	1	0	5	40.0	21:53	2	0	
2018-11-21 19:00:00-05:00	0	1	1	2	2	0.0	22:21	1	1	
2018-11-23 16:00:00-05:00	1	1	2	2	3	33.3	22:00	6	1	
2018-11-24 14:00:00-05:00	1	0	1	0	2	50.0	21:10	7	1	
2018-11-26 19:00:00-05:00	1	0	1	2	3	33.3	19:20	4	1	
2018-11-30 19:00:00-05:00	1	2	3	0	4	25.0	21:29	2	0	
2018-12-02 15:00:00-05:00	0	1	0	0	6	0.0	24:13	1	1	
2018-12-04 22:00:00-05:00	1	0	-1	0	3	33.3	21:57	7	1	
2018-12-06 21:00:00-05:00	1	0	1	0	4	25.0	17:48	3	0	
2018-12-08 19:00:00-05:00	1	1	2	0	5	20.0	20:07	1	2	0.0
2018-12-11 19:30:00-05:00	3	0	3	0	4	75.0	19:38	1	0	
2018-12-14 19:30:00-05:00	3	0	1	2	5	60.0	21:10	2	0	
2018-12-15 19:00:00-05:00	1	0	1	0	8	12.5	25:34	4	0	
2018-12-19 20:00:00-05:00	0	0	0	2	5	0.0	25:14	6	1	
2018-12-21 19:00:00-05:00	0	0	-1	0	1	0.0	20:21	0	1	
2018-12-22 19:00:00-05:00	0	1	1	0	6	0.0	20:20	3	0	
2018-12-27 19:00:00-05:00	0	1	0	0	4	0.0	21:08	2	0	
2018-12-29 19:00:00-05:00	0	0	0	0	2	0.0	18:58	2	1	
2019-01-01 00:30:00-05:00	0	0	-1	2	4	0.0	21:04	5	0	
2019-01-03 20:00:00-05:00	1	0	-2	0	3	33.3	19:32	2	1	
2019-01-04 20:00:00-05:00	0	0	-1	2	6	0.0	22:13	5	3	
2019-01-06 17:00:00-05:00	0	1	2	2	4	0.0	20:57	0	0	
2019-01-08 19:30:00-05:00	0	0	-1	0	5	0.0	22:30	2	1	
2019-01-10 19:00:00-05:00	2	0	2	0	5	40.0	20:58	4	1	
2019-01-12 19:00:00-05:00	0	1	0	2	2	0.0	21:16	3	0	
2019-01-14 19:00:00-05:00	1	0	0	2	3	33.3	21:23	2	0	
2019-01-15 20:00:00-05:00	0	1	-3	0	4	0.0	18:57	4	0	
2019-01-18 19:30:00-05:00	0	0	-1	0	3	0.0	19:48	2	1	
2019-01-21 00:30:00-05:00	0	0	1	2	2	0.0	19:36	6	0	
2019-01-22 19:00:00-05:00	3	1	-1	0	5	60.0	20:28	0	3	
2019-01-23 19:30:00-05:00	1	0	0	2	3	33.3	19:59	3	2	
2019-02-04 00:30:00-05:00	0	0	0	0	3	0.0	24:17	3	0	
2019-02-05 19:00:00-05:00	0	1	-1	0	3	0.0	18:27	0	1	
2019-02-07 19:00:00-05:00	0	2	0	0	7	0.0	25:22	1	0	
2019-02-09 19:00:00-05:00	0	1	0	0	2	0.0	19:01	3	0	
2019-02-11 19:00:00-05:00	1	2	1	0	8	12.5	16:21	0	0	
2019-02-12 19:00:00-05:00	0	0	-2	0	2	0.0	21:08	3	1	
2019-02-14 22:30:00-05:00	1	1	1	0	4	25.0	18:38	0	0	
2019-02-17 21:00:00-05:00	1	0	1	0	7	14.3	22:28	5	2	
2019-02-18 22:30:00-05:00	2	0	0	2	3	66.7	18:51	0	0	
2019-02-21 19:00:00-05:00	1	0	-1	0	3	33.3	18:21	2	0	0.0
2019-02-23 13:00:00-05:00	1	0	1	0	8	12.5	22:20	5	0	
2019-02-25 00:30:00-05:00	0	1	-1	0	3	0.0	19:56	3	1	
2019-02-26 19:00:00-05:00	0	2	2	0	6	0.0	16:02	1	0	
2019-03-01 19:00:00-05:00	1	0	0	2	5	20.0	19:59	2	0	
2019-03-04 00:30:00-05:00	0	0	-1	0	6	0.0	23:35	1	1	
2019-03-06 19:30:00-05:00	1	1	0	0	1	100.0	19:11	0	1	
2019-03-08 19:00:00-05:00	0	0	0	0	5	0.0	20:34	1	0	
2019-03-10 19:00:00-04:00	0	0	0	0	1	0.0	19:12	1	0	
2019-03-12 19:00:00-04:00	0	1	-2	2	5	0.0	19:01	8	0	
2019-03-14 19:00:00-04:00	0	1	2	0	5	0.0	16:25	3	0	
2019-03-16 19:00:00-04:00	2	0	-1	0	7	28.6	25:57	3	0	
2019-03-19 19:30:00-04:00	0	1	1	0	0		18:26	0	0	
2019-03-20 19:30:00-04:00	0	1	-1	2	11	0.0	27:34	5	0	
2019-03-22 19:00:00-04:00	0	0	-2	0	1	0.0	22:42	2	0	
2019-03-25 00:30:00-04:00	0	1	1	2	6	0.0	20:49	0	1	
2019-03-26 19:00:00-04:00	1	1	3	0	5	20.0	20:48	2	0	
2019-03-28 19:00:00-04:00	0	0	-2	0	4	0.0	22:10	1	1	
2019-03-30 19:00:00-04:00	2	0	3	0	8	25.0	22:28	4	0	
2019-04-01 19:00:00-04:00	0	1	-2	0	6	0.0	22:42	8	0	
2019-04-04 19:00:00-04:00	0	0	0	0	5	0.0	18:00	4	1	
2019-04-06 19:00:00-04:00	0	0	-2	0	2	0.0	22:42	5	1	
2019-10-02 20:00:00-04:00	1	0	0	0	5	20.0	23:50	2	0	
2019-10-04 19:00:00-04:00	0	0	0	0	2	0.0	20:08	4	0	
2019-10-05 19:00:00-04:00	0	0	-1	0	7	0.0	22:53	0	0	
2019-10-08 19:00:00-04:00	0	1	0	0	6	0.0	23:43	2	0	
2019-10-10 20:00:00-04:00	2	0	-1	0	2	100.0	19:45	2	0	
2019-10-12 20:00:00-04:00	1	0	0	0	2	50.0	17:11	1	3	
2019-10-14 17:00:00-04:00	1	1	0	2	6	16.7	21:42	2	0	
2019-10-16 19:00:00-04:00	0	1	-1	0	2	0.0	21:41	6	0	
2019-10-18 19:00:00-04:00	0	1	1	0	8	0.0	21:20	2	0	
2019-10-20 19:00:00-04:00	1	0	0	0	5	20.0	17:24	7	1	
2019-10-22 21:00:00-04:00	1	1	2	2	5	20.0	19:40	2	0	
2019-10-24 21:00:00-04:00	2	0	-2	2	9	22.2	22:39	2	0	
2019-10-25 22:00:00-04:00	0	0	-2	2	1	0.0	20:50	3	0	
2019-10-29 19:00:00-04:00	2	2	1	2	10	20.0	25:53	0	0	
2019-11-01 19:00:00-04:00	0	1	1	0	2	0.0	18:12	1	1	
2019-11-03 19:00:00-05:00	0	0	-2	0	4	0.0	19:15	3	1	
2019-11-07 19:00:00-05:00	2	1	1	0	8	25.0	20:13	2	0	
2019-11-09 19:00:00-05:00	0	0	1	0	6	0.0	21:21	1	1	
2019-11-11 19:00:00-05:00	0	1	0	0	7	0.0	25:31	1	0	
2019-11-13 19:30:00-05:00	0	0	0	0	2	0.0	24:36	5	2	
2019-11-15 19:00:00-05:00	1	0	-2	0	6	16.7	19:02	1	0	
2019-11-16 19:00:00-05:00	0	0	0	0	3	0.0	21:18	7	0	
2019-11-18 19:00:00-05:00	1	0	0	0	3	33.3	15:59	1	0	
2019-11-20 20:00:00-05:00	0	0	-2	2	1	0.0	21:10	6	0	
2019-11-24 00:30:00-05:00	0	0	0	0	7	0.0	21:30	2	0	
2019-11-27 19:00:00-05:00	1	0	0	0	5	20.0	20:48	0	0	100.0
2019-11-29 17:00:00-05:00	1	0	-1	2	7	14.3	20:57	6	1	
2019-11-30 19:00:00-05:00	3	1	4	0	4	75.0	20:33	4	1	
2019-12-03 22:30:00-05:00	0	0	0	0	5	0.0	20:10	3	0	
2019-12-04 22:00:00-05:00	0	0	0	0	2	0.0	20:04	1	0	
2019-12-06 22:00:00-05:00	0	0	-1	0	5	0.0	18:13	2	0	
2019-12-09 19:00:00-05:00	1	1	0	0	6	16.7	20:22	9	1	
2019-12-11 19:00:00-05:00	0	0	0	0	0		18:59	6	0	
2019-12-14 19:00:00-05:00	0	0	0	2	3	0.0	16:16	3	1	
2019-12-16 19:00:00-05:00	0	0	-2	0	9	0.0	24:51	1	0	
2019-12-20 19:00:00-05:00	1	1	3	0	4	25.0	19:01	2	0	
2019-12-21 19:00:00-05:00	0	0	-1	2	5	0.0	17:41	2	0	
2019-12-23 19:00:00-05:00	1	0	-3	2	8	12.5	24:39	6	0	
2019-12-27 19:00:00-05:00	0	1	0	0	7	0.0	21:23	3	0	
2019-12-28 19:00:00-05:00	1	0	-4	0	4	25.0	20:19	5	1	
2019-12-31 13:00:00-05:00	0	1	-1	0	3	0.0	18:58	1	0	
2020-01-03 19:30:00-05:00	0	1	-1	2	1	0.0	18:34	2	1	
2020-01-06 00:30:00-05:00	0	0	0	0	3	0.0	17:40	1	0	
2020-01-07 19:00:00-05:00	2	0	3	0	6	33.3	17:15	0	1	
2020-01-08 19:30:00-05:00	0	0	-2	0	4	0.0	20:35	4	0	
2020-01-11 19:00:00-05:00	0	0	-2	0	2	0.0	21:43	2	1	
2020-01-13 19:00:00-05:00	2	0	1	0	4	50.0	21:39	1	0	
2020-01-16 19:00:00-05:00	3	0	0	0	5	60.0	17:55	0	0	
2020-01-18 13:00:00-05:00	3	0	4	2	3	100.0	23:19	4	0	
2020-01-29 19:30:00-05:00	1	1	0	0	5	20.0	24:27	1	1	
2020-01-31 19:30:00-05:00	2	0	0	0	11	18.2	23:00	0	0	
2020-02-03 00:30:00-05:00	0	0	-2	2	4	0.0	23:15	4	2	
2020-02-04 19:00:00-05:00	3	0	3	0	5	60.0	18:11	1	0	
2020-02-08 19:00:00-05:00	0	0	0	0	2	0.0	21:55	4	0	
2020-02-10 19:00:00-05:00	0	0	-4	0	6	0.0	21:50	3	0	
2020-02-13 21:30:00-05:00	0	0	0	0	7	0.0	25:48	3	0	
2020-02-15 22:00:00-05:00	0	0	-1	0	8	0.0	23:52	1	0	
2020-02-17 18:00:00-05:00	0	0	-1	0	4	0.0	21:39	5	2	
2020-02-20 19:00:00-05:00	1	0	0	2	6	16.7	22:31	3	1	
2020-02-22 13:00:00-05:00	1	0	1	0	3	33.3	23:46	3	1	
2020-02-24 00:00:00-05:00	0	0	-1	2	1	0.0	19:00	5	0	
2020-02-25 19:00:00-05:00	1	0	1	0	4	25.0	19:53	1	1	
2020-02-27 20:00:00-05:00	0	0	-1	0	4	0.0	18:41	2	1	
2020-03-01 20:00:00-05:00	2	1	2	0	4	50.0	17:18	1	1	
2020-03-04 19:00:00-05:00	0	0	-2	0	2	0.0	20:38	3	0	
2020-03-05 19:00:00-05:00	2	0	-1	0	5	40.0	14:49	3	0	
2020-03-07 13:00:00-05:00	0	0	1	0	0		16:34	7	1	
2020-03-09 19:00:00-04:00	1	1	2	0	6	16.7	19:24	1	2	
2021-01-14 19:00:00-05:00	0	2	1	0	3	0.0	19:36	3	1	
2021-01-15 19:00:00-05:00	0	0	0	0	2	0.0	14:51	3	1	
2021-01-18 00:00:00-05:00	1	1	0	0	6	16.7	23:50	4	2	
2021-01-19 19:00:00-05:00	0	1	0	0	2	0.0	18:20	3	0	
2021-01-30 19:00:00-05:00	1	1	0	0	3	33.3	14:24	5	0	
2021-02-01 19:00:00-05:00	0	0	-2	2	5	0.0	23:03	0	0	0.0
2021-02-04 19:00:00-05:00	1	0	0	0	7	14.3	27:17	2	1	
2021-02-08 00:00:00-05:00	2	2	-1	0	4	50.0	20:02	2	1	
2021-02-14 15:00:00-05:00	0	1	-2	0	3	0.0	25:46	6	1	
2021-02-16 19:00:00-05:00	0	0	0	0	4	0.0	22:08	3	0	
2021-02-18 19:00:00-05:00	0	1	0	0	4	0.0	16:25	4	0	
2021-02-21 00:30:00-05:00	0	0	-1	0	4	0.0	22:25	3	1	
2021-02-21 14:00:00-05:00	1	0	0	0	2	50.0	16:43	2	0	
2021-02-23 19:00:00-05:00	0	0	0	2	2	0.0	17:44	2	1	
2021-02-25 19:00:00-05:00	0	1	-1	0	4	0.0	16:04	2	0	
2021-02-27 13:00:00-05:00	0	0	1	2	2	0.0	18:11	0	1	
2021-02-28 15:00:00-05:00	1	0	0	0	6	16.7	22:41	0	3	
2021-03-03 19:00:00-05:00	0	0	-1	4	5	0.0	23:13	6	0	
2021-03-05 19:00:00-05:00	0	0	-4	0	8	0.0	22:41	4	0	
2021-03-07 19:00:00-05:00	1	0	1	0	3	33.3	17:27	0	1	
2021-03-09 19:00:00-05:00	0	0	-1	0	4	0.0	23:47	0	0	
2021-03-11 19:00:00-05:00	1	0	2	0	7	14.3	21:14	2	0	
2021-03-13 19:00:00-05:00	1	0	-1	0	4	25.0	20:20	0	1	
2021-03-15 19:00:00-04:00	1	0	3	0	6	16.7	20:04	0	0	
2021-03-16 19:00:00-04:00	1	1	1	0	2	50.0	20:30	4	0	
2021-03-19 19:00:00-04:00	2	0	2	0	2	100.0	19:34	4	0	
2021-03-20 19:00:00-04:00	0	0	-2	0	6	0.0	23:19	1	0	
2021-03-25 19:00:00-04:00	1	1	3	0	4	25.0	22:11	3	1	
2021-03-26 19:00:00-04:00	2	0	2	0	4	50.0	18:50	0	0	
2021-03-29 00:00:00-04:00	1	0	1	0	3	33.3	17:07	2	1	0.0
2021-03-30 19:00:00-04:00	0	0	-2	0	2	0.0	17:16	2	0	
2021-04-01 19:00:00-04:00	0	1	-1	0	2	0.0	16:58	2	2	
2021-04-02 19:00:00-04:00	0	0	1	0	6	0.0	19:00	0	0	
2021-04-04 15:00:00-04:00	1	2	0	0	3	33.3	17:09	0	1	
2021-04-06 19:00:00-04:00	0	0	-1	0	2	0.0	22:16	4	0	
2021-04-08 19:00:00-04:00	1	0	-3	0	4	25.0	22:40	3	1	
2021-04-09 19:00:00-04:00	1	0	0	0	5	20.0	14:08	1	0	
2021-04-11 19:00:00-04:00	0	1	1	0	10	0.0	21:44	1	0	
2021-04-13 19:00:00-04:00	1	1	0	0	3	33.3	18:17	0	2	
2021-04-15 19:00:00-04:00	0	0	-1	0	6	0.0	21:49	2	0	
2021-04-18 00:30:00-04:00	2	1	2	0	5	40.0	20:08	1	0	
2021-04-19 00:00:00-04:00	0	0	-4	0	5	0.0	19:26	5	0	
2021-04-22 19:00:00-04:00	0	0	0	2	4	0.0	17:18	3	0	
2021-05-03 19:00:00-04:00	0	0	0	0	0		0:39	0	0	
2021-05-11 19:00:00-04:00	0	0	0	0	4	0.0	19:00	4	0	
2021-10-13 19:30:00-04:00	2	2	1	0	3	66.7	20:17	1	1	
2021-10-16 19:00:00-04:00	1	0	0	0	8	12.5	23:43	2	0	
2021-10-19 19:00:00-04:00	1	0	3	0	2	50.0	17:21	0	0	
2021-10-21 19:00:00-04:00	0	2	2	0	3	0.0	19:50	0	0	
2021-10-23 13:00:00-04:00	1	1	-1	0	4	25.0	20:30	4	1	
2021-10-25 19:00:00-04:00	2	0	1	0	6	33.3	19:34	3	1	
2021-10-27 19:00:00-04:00	1	0	0	0	5	20.0	24:10	0	0	
2021-10-29 19:00:00-04:00	1	1	1	2	5	20.0	24:43	0	1	100.0
2021-11-01 19:00:00-04:00	0	0	0	0	6	0.0	22:20	1	0	0.0
2021-11-04 19:00:00-04:00	1	2	2	0	6	16.7	22:10	0	1	
2021-11-06 19:00:00-04:00	0	0	-1	0	6	0.0	22:16	2	0	
2021-11-08 19:00:00-05:00	1	2	1	0	6	16.7	24:19	0	0	
2021-11-11 19:30:00-05:00	0	1	1	0	0		22:04	1	0	
2021-11-12 19:00:00-05:00	1	1	2	0	4	25.0	21:54	2	0	
2021-11-14 19:00:00-05:00	0	2	2	0	1	0.0	18:35	3	0	
2021-11-16 22:00:00-05:00	0	0	-2	0	1	0.0	21:40	6	0	
2021-11-17 22:30:00-05:00	0	0	0	0	6	0.0	21:36	1	0	
2021-11-20 22:30:00-05:00	2	1	2	0	4	50.0	18:47	1	0	
2021-11-21 21:00:00-05:00	1	0	-1	0	6	16.7	24:01	3	0	
2021-11-24 19:00:00-05:00	0	3	2	0	4	0.0	21:00	2	0	
2021-11-26 17:00:00-05:00	3	0	1	2	5	60.0	22:30	0	1	100.0
2021-11-28 13:00:00-05:00	1	0	1	0	4	25.0	23:32	1	0	0.0
2021-11-30 19:00:00-05:00	0	0	-1	0	3	0.0	20:23	0	0	
2021-12-02 19:00:00-05:00	0	1	1	0	4	0.0	19:59	3	0	
2021-12-04 19:00:00-05:00	1	0	2	0	2	50.0	22:38	1	1	
2021-12-06 19:00:00-05:00	0	2	0	0	7	0.0	23:25	0	0	
2021-12-10 19:00:00-05:00	0	2	0	0	4	0.0	25:21	4	0	
2021-12-11 19:00:00-05:00	0	1	0	0	6	0.0	25:36	0	0	
2021-12-15 20:00:00-05:00	1	1	0	2	10	10.0	21:51	2	0	
2021-12-17 20:00:00-05:00	1	0	1	0	8	12.5	20:30	0	0	
2021-12-19 19:00:00-05:00	0	0	-2	0	6	0.0	27:07	0	0	
2021-12-29 19:00:00-05:00	0	1	1	0	4	0.0	26:01	0	0	
2021-12-31 19:30:00-05:00	2	0	2	0	7	28.6	19:54	1	0	
2022-01-02 15:00:00-05:00	0	0	-2	0	3	0.0	22:56	4	0	100.0
2022-01-07 20:00:00-05:00	0	0	-3	0	3	0.0	20:55	1	0	
2022-01-08 20:00:00-05:00	0	1	-1	0	4	0.0	23:17	0	0	
